Official Name of Satellite,Country/Organization of UN Registry,Operator/Owner,Country of Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of Geosynchronous Orbit (Degrees),Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Launch Mass (Kilograms),Dry Mass (Kilograms),Power (Watts),Date of Launch,Expected Lifetime (Years),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Year of Launch_1974,Year of Launch_1978,Year of Launch_1988,Year of Launch_1989,Year of Launch_1990,Year of Launch_1991,Year of Launch_1992,Year of Launch_1993,Year of Launch_1994,Year of Launch_1995,Year of Launch_1996,Year of Launch_1997,Year of Launch_1998,Year of Launch_1999,Year of Launch_2000,Year of Launch_2001,Year of Launch_2002,Year of Launch_2003,Year of Launch_2004,Year of Launch_2005,Year of Launch_2006,Year of Launch_2007,Year of Launch_2008,Year of Launch_2009,Year of Launch_2010,Year of Launch_2011,Year of Launch_2012,Year of Launch_2013,Year of Launch_2014,Year of Launch_2015,Year of Launch_2016
AntelSat,NR,"Facultad de Ingeniería de la Universidad de la República (FING), ANTEL",Uruguay,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,612.0,696.0,0.00598,97.96,96.99,2,,,2014-06-19,,"Facultad de Ingeniería de la Universidad de la República (FING), ANTEL",Uruguay,Dombarovsky Air Base,Dnepr,2014-033AA,40034.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
AprizeSat 1,USA,Aprize Satellites Argentina,Argentina,Commercial,Communications/Technology Development,,LEO,Sun-Synchronous,0.0,696.0,764.0,0.00479,98.0,99.4,12,12,,2004-06-29,,Aprize Satellite ,Argentina,Baikonur Cosmodrome,Dnepr 1,2004-025G,28372.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
AprizeSat 10,NR,Aprize Satellite,USA/Argentina,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,613.0,733.0,0.00852,97.9,98,12,12,,2014-06-19,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2014-033K,40019.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
AprizeSat 2,USA,Aprize Satellites Argentina,Argentina,Commercial,Communications/Technology Development,,LEO,Sun-Synchronous,0.0,694.0,850.0,0.0109,98.2,100.3,12,12,,2004-06-29,,Aprize Satellite ,Argentina,Baikonur Cosmodrome,Dnepr 1,2004-025A,28366.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
AprizeSat 3,USA,Aprize Satellite,USA/Argentina,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,559.0,662.0,0.00738,98.18,97,12,12,,2009-07-29,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041F,35686.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
AprizeSat 4,USA,Aprize Satellite,USA/Argentina,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,604.0,674.0,0.00499,98.1,97.5,12,12,,2009-07-29,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041D,35684.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
AprizeSat 5,USA,AprizeSat,Canada,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,610.0,694.0,0.00598,98.2,97.8,12,12,,2011-08-17,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr 1,2011-044E,37792.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AprizeSat 7,USA,AprizeSat,Canada,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,594.0,653.0,0.00422,97.8,97.17,12,12,,2013-11-21,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066A,39416.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
AprizeSat 8,NR,Aprize Satellite,USA/Argentina,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,594.0,669.0,0.00536,97.8,97.99,12,12,,2013-11-21,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066K,39425.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
AprizeSat 9,NR,exactEarth,Canada,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,613.0,715.0,0.00725,97.9,98,12,12,,2014-06-19,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2014-033J,40018.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apstar 1A,China,APT Satellite Holdings Ltd.,China,Commercial,Communications,,GEO,,51.47,35779.0,35790.0,0.00013,5.89,1436.03,1383,726,,1996-07-03,,Hughes,USA,Xichang Satellite Launch Center,Long March 3,1996-039A,23943.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apstar 6,China,APT Satellite Holdings Ltd.,China,Commercial,Communications,,GEO,,134.04,35778.0,35794.0,0.00019,0.01,1436.08,4680,,,2005-04-12,,Alcatel Space Industries,France,Xichang Satellite Launch Center,Long March 3B,2005-012A,28638.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Apstar 7,China,APT Satellite Holdings Ltd.,China,Commercial,Communications,,GEO,,76.5,35864.0,35874.0,0.000118,0.03,1440.31,5054,,,2012-03-31,15,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B,2012-013A,38107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Apstar 9,China,APT Satellite Holdings Ltd.,China,Commercial,Communications,,GEO,,142.0,35782.0,35788.0,7.12e-05,0.12,1436.01,5200,,10500,2015-10-16,15,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2015-059A,40982.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apstar 9A,China,APT Satellite Holdings Ltd.,China,Commercial,Communications,,GEO,,87.68,35778.0,35795.0,0.000202,0.02,1436.12,3000,1418,"6,797 (EOL)",1998-05-30,15,Lockheed Martin,USA,Xichang Satellite Launch Center,Long March 3B,1998-033A,25354.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arabsat 5C,NR,Arab Satellite Communications Org. (ASCO),Multinational,Government,Communications,,GEO,,19.99,35766.0,35805.0,0.000463,0.06,1436.06,4630,,,2011-09-21,15,Astrium/Thales Alenia Space,France,Guiana Space Center,Arinae 5 ECA,2011-049B,37810.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Arabsat 7F,Canada,Arab Satellite Communications Org. (ASCO),Multinational,Commercial,Communications,,GEO,,44.5,35778.0,35794.0,0.00019,0.01,1436.09,3600,1700,8600,1999-05-20,12,Lockheed Martin/Spar Aerospace,USA/Canada,Baikonur Cosmodrome,Proton D,1999-027A,25740.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ARC-1,NR,University of Alaska-Fairbanks,USA,Civil,Technology Development,,LEO,Non-Polar Inclined,0.0,497.0,801.0,0.0217,64.78,97.71,1,,,2015-10-08,,University of Alaska-Fairbanks,USA,Cape Canaveral,Atlas 5,2015-058F,40969.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ArSat 1,Argentina,ArSat,Argentina,Commercial,Communications,,GEO,,-71.8,35778.0,35795.0,0.000202,0.01,1436.07,3000,,,2014-10-16,15,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2014-062B,40272.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ArSat 2,Argentina,ArSat,Argentina,Commercial,Communications,,GEO,,-81.0,35786.0,35801.0,0.000178,0.01,1436.06,2977,,4600,2015-09-30,15,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2015-054B,40941.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Advanced Data Relay and Technology Mission Satellite (Artemis) ,ESA,European Space Agency,ESA,Commercial/Government,Communications/Technology Development,,GEO,,21.36,35771.0,35803.0,0.00038,7.03,1436.12,3105,1500,4600,2001-07-12,10,Alenia Spazio,Italy,Guiana Space Center,Ariane 5G,2001-029A,26863.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AsiaSat-3S,China,Asia Satellite Telecommunications Co. Ltd. ,China,Commercial,Communications,,GEO,,105.55,35780.0,35792.0,0.000142,0.02,1436.07,3480,2500,10000,1999-03-21,15,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K,1999-013A,25657.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AsiaSat-4,China,Asia Satellite Telecommunications Co. Ltd.,China,Commercial,Communications,,GEO,,122.24,35784.0,35789.0,5.93e-05,0.0,1436.1,4137,2275,9500,2003-04-12,15,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3B,2003-014A,27718.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
AsiaSat-5,China,Asia Satellite Telecommunications Co. Ltd.,China,Commercial,Communications,,GEO,,100.5,35778.0,35795.0,0.000202,0.0,1436.11,3760,,,2009-08-11,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M,2009-042A,35696.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
AsiaSat-6,China,Asia Satellite Telecommunications Co. Ltd.,China,Commercial,Communications,,GEO,,120.0,35783.0,35793.0,0.000119,0.07,1436.17,3700,,,2014-09-07,15,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-052A,40141.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
AsiaSat-7,China,Asia Satellite Telecommunications Co. Ltd. ,China,Commercial,Communications,,GEO,,105.5,35782.0,35793.0,0.00013,0.02,1436.17,3813,,,2011-11-25,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-069A,37933.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
AsiaSat-8,China,Asia Satellite Telecommunications Co. Ltd. ,China,Commercial,Communications,,GEO,,105.5,35781.0,35793.0,0.000142,0.07,1436.1,4500,,8500,2014-08-05,15,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-046A,40107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
AsiaStar,USA,1Worldspace,USA,Commercial,Communications,,GEO,,104.97,35773.0,35801.0,0.000332,0.02,1436.15,2775,1530,5600,2000-03-21,15,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G,2000-016A,26107.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ASNARO-1,Japan,"Ministry of Economy, Trade and Industry",Japan,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,506.0,507.0,7.27e-05,97.48,94.75,500,,,2014-11-06,3,NEC,Japan,Dombarovsky Air Base,Dnepr,2014-070A,40298.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Astra 1D,Luxembourg,SES (Société Européenne des Satellites (SES)),Luxembourg,Commercial,Communications,,GEO,,-67.6,35776.0,35795.0,0.000225,1.15,1436.08,2924,1700,3300,1994-11-01,15,Hughes,USA,Guiana Space Center,Ariane 42P,1994-070A,23331.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Astra 1F,Luxembourg,SES (Société Européenne des Satellites (SES)),Luxembourg,Commercial,Communications,,GEO,,19.22,35778.0,35797.0,0.000225,0.03,1436.15,3010,1800,4400,1996-04-18,15,Hughes,USA,Baikonur Cosmodrome,Proton K,1996-021A,23842.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Astra 1G,Luxembourg,SES (Société Européenne des Satellites (SES)),Luxembourg,Commercial,Communications,,GEO,,19.24,35780.0,35791.0,0.00013,0.04,1436.08,3379,"3,010 (BOL)",6600,1997-12-02,15,Hughes,USA,Baikonur Cosmodrome,Proton K,1997-076A,25071.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Astra 1H,Luxembourg,SES (Société Européenne des Satellites (SES)),Luxembourg,Commercial,Communications,,GEO,,-67.6,35776.0,35794.0,0.000213,0.06,1436.04,3690,2300,6600,1999-06-18,15,Hughes,USA,Baikonur Cosmodrome,Proton D,1999-033A,25785.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Astra 1KR,Luxembourg,SES (Société Européenne des Satellites (SES)),Luxembourg,Commercial,Communications,,GEO,,19.16,35766.0,35807.0,0.000486,0.08,1436.1,4332,,12000,2006-04-20,15,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2006-012A,29055.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Astra 1L,Luxembourg,SES (Société Européenne des Satellites (SES)),Luxembourg,Commercial,Communications,,GEO,,19.3,35772.0,35798.0,0.000308,0.05,1436.03,4500,,13000,2007-05-04,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-016A,31306.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Astra 1M,Luxembourg,SES (Société Européenne des Satellites (SES)),Luxembourg,Commercial,Communications,,GEO,,19.2,35804.0,35852.0,0.000569,0.14,1438.2,5345,,9900,2008-11-05,15,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2008-057A,33436.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Astra 1N,Luxembourg,SES (Société Européenne des Satellites (SES)),Luxembourg,Commercial,Communications,,GEO,,28.2,35715.0,35780.0,0.000772,0.12,1434.1,5350,,,2011-08-06,15,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2011-041A,37775.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
